學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
105,1023,南臺科技大學,3499A9,工業管理與資訊系工業管理碩士在職專班,N 職,M 碩士,31,28,3,10,2,10,0,3,0,0,1,4,0,1,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,3499A9,工業管理與資訊系,N 修,B 四技,87,59,28,18,4,11,7,15,11,10,5,0,0,0,0,0,0,5,1,11 臺南市,2 技職
105,1023,南臺科技大學,380201,財經法律研究所,D 日,M 碩士,50,22,28,5,6,4,6,9,10,4,6,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,380201,財經法律研究所,N 職,M 碩士,44,32,12,6,5,9,0,3,4,5,2,3,1,6,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,420302,生物科技系,D 日,M 碩士,38,19,19,11,8,3,8,3,3,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,420302,生物科技系,D 日,B 四技,352,222,130,66,33,49,18,53,31,47,46,0,0,0,0,0,0,7,2,11 臺南市,2 技職
105,1023,南臺科技大學,420302,生物科技系,N 職,M 碩士,11,6,5,2,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,480109,資訊管理系,D 日,M 碩士,30,17,13,7,4,9,8,0,1,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,480109,資訊管理系,D 日,B 四技,619,381,238,90,58,93,56,94,55,87,64,0,0,0,0,0,0,17,5,11 臺南市,2 技職
105,1023,南臺科技大學,480109,資訊管理系,D 日,C 二技,36,22,14,0,0,0,0,12,3,10,10,0,0,0,0,0,0,0,1,11 臺南市,2 技職
105,1023,南臺科技大學,480109,資訊管理系,N 職,M 碩士,31,24,7,9,2,9,3,0,0,3,1,3,0,0,1,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,480109,資訊管理系,N 修,B 四技,131,87,44,26,8,19,7,18,12,19,14,0,0,0,0,0,0,5,3,11 臺南市,2 技職
105,1023,南臺科技大學,480302,多媒體與電腦娛樂科學系,D 日,M 碩士,44,35,9,13,4,9,2,10,3,3,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,480302,多媒體與電腦娛樂科學系,D 日,B 四技,434,260,174,61,44,56,48,67,42,63,36,0,0,0,0,0,0,13,4,11 臺南市,2 技職
105,1023,南臺科技大學,480302,多媒體與電腦娛樂科學系,N 修,B 四技,164,111,53,34,14,19,12,27,16,19,4,0,0,0,0,0,0,12,7,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,D 日,D 博士,36,31,5,4,1,7,0,7,3,6,0,2,0,3,1,2,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系生物醫學工程碩士班,D 日,M 碩士,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,D 日,M 碩士,70,64,6,30,4,24,2,10,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,D 日,B 四技,858,814,44,202,9,203,9,199,11,195,14,0,0,0,0,0,0,15,1,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,N 職,M 碩士,4,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,N 修,B 四技,302,294,8,103,3,78,1,49,1,51,2,0,0,0,0,0,0,13,1,11 臺南市,2 技職
105,1023,南臺科技大學,520101,電機工程系,N 修,C 二技,29,29,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1023,南臺科技大學,520103,電子工程系,D 日,D 博士,16,14,2,1,1,1,0,5,0,3,1,1,0,0,0,3,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520103,電子工程系通訊工程碩士班,D 日,M 碩士,9,9,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520103,電子工程系,D 日,M 碩士,83,76,7,31,2,32,1,10,4,3,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520103,電子工程系,D 日,B 四技,1026,969,57,236,12,240,11,239,8,217,24,0,0,0,0,0,0,37,2,11 臺南市,2 技職
105,1023,南臺科技大學,520103,電子工程系,N 修,B 四技,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11 臺南市,2 技職
105,1023,南臺科技大學,520106,光電工程系,D 日,M 碩士,30,25,5,11,1,11,3,2,1,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520106,光電工程系,D 日,B 四技,429,417,12,99,2,104,1,103,4,100,5,0,0,0,0,0,0,11,0,11 臺南市,2 技職
105,1023,南臺科技大學,520106,光電工程系,N 修,B 四技,29,28,1,4,0,6,0,13,1,4,0,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1023,南臺科技大學,520114,資訊工程系,D 日,M 碩士,32,28,4,11,1,11,3,4,0,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520114,資訊工程系,D 日,B 四技,447,403,44,94,12,96,13,100,8,91,11,0,0,0,0,0,0,22,0,11 臺南市,2 技職
105,1023,南臺科技大學,520114,資訊工程系,N 修,B 四技,113,108,5,23,0,26,0,22,1,20,3,0,0,0,0,0,0,17,1,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系機電科技博士班,D 日,D 博士,13,13,0,4,0,3,0,2,0,0,0,1,0,2,0,1,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系,D 日,M 碩士,69,63,6,30,3,25,2,7,1,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系能源工程碩士班,D 日,M 碩士,5,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系奈米科技碩士班,D 日,M 碩士,5,3,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系,D 日,B 四技,1303,1220,83,302,21,293,16,298,16,287,29,0,0,0,0,0,0,40,1,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系_雙軌旗艦計畫專班,D 日,B 四技,51,50,1,0,0,0,0,32,0,18,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520201,機械工程系,N 修,B 四技,691,671,20,205,6,169,6,147,5,121,1,0,0,0,0,0,0,29,2,11 臺南市,2 技職
105,1023,南臺科技大學,520403,化學工程與材料工程系,D 日,M 碩士,43,36,7,12,1,15,6,7,0,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,520403,化學工程與材料工程系,D 日,B 四技,427,350,77,92,18,76,14,83,23,77,22,0,0,0,0,0,0,22,0,11 臺南市,2 技職
105,1023,南臺科技大學,760220,高齡服務學士學位學程,D 日,B 四技,78,14,64,7,33,7,31,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,760220,高齡服務學士學位學程,N 修,B 四技,15,5,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,760401,幼兒保育系,D 日,B 四技,379,11,368,3,85,3,90,2,94,2,89,0,0,0,0,0,0,1,10,11 臺南市,2 技職
105,1023,南臺科技大學,760401,幼兒保育系,D 日,C 二技,36,0,36,0,0,0,0,0,13,0,23,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,760401,幼兒保育系,N 修,B 四技,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11 臺南市,2 技職
105,1023,南臺科技大學,810102,餐旅管理系,D 日,M 碩士,23,5,18,2,7,2,9,0,1,1,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,810102,餐旅管理系_雙軌旗艦計畫專班,D 日,B 四技,16,2,14,0,0,0,0,2,7,0,7,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,810102,餐旅管理系,D 日,B 四技,432,116,316,24,72,34,74,27,84,28,80,0,0,0,0,0,0,3,6,11 臺南市,2 技職
105,1023,南臺科技大學,810102,餐旅管理系,N 修,B 四技,584,220,364,70,79,47,103,54,88,37,81,0,0,0,0,0,0,12,13,11 臺南市,2 技職
105,1023,南臺科技大學,810102,餐旅管理系,N 修,C 二技,29,11,18,0,0,0,0,3,3,6,11,0,0,0,0,0,0,2,4,11 臺南市,2 技職
105,1023,南臺科技大學,810508,休閒事業管理系,D 日,M 碩士,28,7,21,3,9,2,6,1,4,1,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,810508,休閒事業管理系,D 日,B 四技,455,107,348,18,80,30,86,18,96,32,75,0,0,0,0,0,0,9,11,11 臺南市,2 技職
105,1023,南臺科技大學,810508,休閒事業管理系,D 日,C 二技,90,20,70,0,0,0,0,12,32,8,37,0,0,0,0,0,0,0,1,11 臺南市,2 技職
105,1023,南臺科技大學,810508,休閒事業管理系,N 職,M 碩士,47,27,20,10,5,8,11,2,1,4,1,1,1,2,1,0,0,0,0,11 臺南市,2 技職
105,1023,南臺科技大學,810508,休閒事業管理系,N 修,B 四技,503,188,315,53,81,47,63,43,84,40,69,0,0,0,0,0,0,5,18,11 臺南市,2 技職
105,1024,崑山科技大學,220312,應用英語系,D 日,B 四技,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11 臺南市,2 技職
105,1024,崑山科技大學,220312,應用英語系,N 修,B 四技,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11 臺南市,2 技職
105,1024,崑山科技大學,230201,視覺傳達設計系,D 日,M 碩士,45,34,11,8,5,15,1,7,3,4,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,230201,視覺傳達設計系,D 日,B 四技,577,168,409,50,104,53,120,30,92,31,78,0,0,0,0,0,0,4,15,11 臺南市,2 技職
105,1024,崑山科技大學,230201,視覺傳達設計系_香港二技專班,D 日,C 二技,5,2,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1024,崑山科技大學,230201,視覺傳達設計系,N 職,M 碩士,18,7,11,1,4,3,3,2,3,1,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,230201,視覺傳達設計系,N 修,B 四技,169,68,101,15,27,14,14,17,34,18,17,0,0,0,0,0,0,4,9,11 臺南市,2 技職
105,1024,崑山科技大學,230402,空間設計系環境設計碩士班,D 日,M 碩士,12,7,5,3,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,230402,空間設計系,D 日,B 四技,508,210,298,67,79,59,83,43,69,31,52,0,0,0,0,0,0,10,15,11 臺南市,2 技職
105,1024,崑山科技大學,230402,空間設計系,N 修,B 四技,109,67,42,33,16,9,9,11,10,9,7,0,0,0,0,0,0,5,0,11 臺南市,2 技職
105,1024,崑山科技大學,320105,資訊傳播系,D 日,B 四技,176,107,69,31,23,27,16,23,14,23,16,0,0,0,0,0,0,3,0,11 臺南市,2 技職
105,1024,崑山科技大學,320105,資訊傳播系,N 修,B 四技,76,53,23,6,5,19,6,6,6,16,4,0,0,0,0,0,0,6,2,11 臺南市,2 技職
105,1024,崑山科技大學,320107,視訊傳播設計系媒體藝術碩士班,D 日,M 碩士,24,14,10,0,4,9,1,2,3,3,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,320107,視訊傳播設計系,D 日,B 四技,503,185,318,51,104,53,59,41,72,35,72,0,0,0,0,0,0,5,11,11 臺南市,2 技職
105,1024,崑山科技大學,320107,視訊傳播設計系_香港二技專班,D 日,C 二技,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,320107,視訊傳播設計系,N 修,B 四技,103,54,49,20,11,7,17,17,11,6,4,0,0,0,0,0,0,4,6,11 臺南市,2 技職
105,1024,崑山科技大學,320107,視訊傳播設計系,N 修,C 二技,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11 臺南市,2 技職
105,1024,崑山科技大學,320401,公共關係暨廣告系,D 日,B 四技,529,151,378,43,104,45,106,25,89,32,73,0,0,0,0,0,0,6,6,11 臺南市,2 技職
105,1024,崑山科技大學,320401,公共關係暨廣告系_香港二技專班,D 日,C 二技,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,320401,公共關係暨廣告系,N 修,B 四技,76,30,46,11,9,5,14,10,8,2,11,0,0,0,0,0,0,2,4,11 臺南市,2 技職
105,1024,崑山科技大學,340201,會計資訊系,D 日,B 四技,107,27,80,0,0,9,13,8,21,6,42,0,0,0,0,0,0,4,4,11 臺南市,2 技職
105,1024,崑山科技大學,340201,會計資訊系,N 修,B 四技,33,7,26,0,0,2,7,3,10,1,8,0,0,0,0,0,0,1,1,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理研究所_外國學生專班,D 日,M 碩士,6,2,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系,D 日,M 碩士,29,14,15,8,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系,D 日,B 四技,344,154,190,28,45,43,46,42,51,35,46,0,0,0,0,0,0,6,2,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系_雙軌旗艦餐飲門市管理,D 日,B 四技,8,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系_雙軌旗艦客戶關係管理與行銷,D 日,B 四技,18,12,6,0,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系,N 職,M 碩士,50,29,21,15,13,13,7,1,0,0,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系,N 修,B 四技,255,149,106,38,20,36,30,35,32,27,20,0,0,0,0,0,0,13,4,11 臺南市,2 技職
105,1024,崑山科技大學,340301,企業管理系,N 修,C 二技,50,34,16,0,0,0,0,19,5,13,10,0,0,0,0,0,0,2,1,11 臺南市,2 技職
105,1024,崑山科技大學,340401,國際貿易系國際商務與金融碩士班,D 日,M 碩士,15,7,8,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,340401,國際貿易系,D 日,B 四技,267,68,199,8,25,21,51,18,57,13,57,0,0,0,0,0,0,8,9,11 臺南市,2 技職
105,1024,崑山科技大學,340401,國際貿易系,N 修,B 四技,40,16,24,4,6,5,8,0,6,3,3,0,0,0,0,0,0,4,1,11 臺南市,2 技職
105,1024,崑山科技大學,340501,財務金融系,D 日,B 四技,335,125,210,27,32,35,49,27,58,26,58,0,0,0,0,0,0,10,13,11 臺南市,2 技職
105,1024,崑山科技大學,340501,財務金融系,N 修,B 四技,51,26,25,6,9,3,3,8,9,6,1,0,0,0,0,0,0,3,3,11 臺南市,2 技職
105,1024,崑山科技大學,340501,財務金融系,N 修,C 二技,10,6,4,0,0,0,0,3,2,2,2,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1024,崑山科技大學,349967,房地產開發與管理系,D 日,M 碩士,22,16,6,6,4,4,2,1,0,5,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,349967,房地產開發與管理系,D 日,B 四技,241,111,130,24,20,25,19,27,40,31,46,0,0,0,0,0,0,4,5,11 臺南市,2 技職
105,1024,崑山科技大學,349967,房地產開發與管理系,N 修,B 四技,67,42,25,17,3,12,8,6,9,6,5,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1024,崑山科技大學,349967,房地產開發與管理系,N 修,C 二技,36,23,13,0,0,0,0,14,6,8,7,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1024,崑山科技大學,349988,房地產開發與管理系_房地產開發與估價產業碩士專班,D 日,M 碩士,13,10,3,9,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,349988,企業管理系_製造業服務管理產業碩士專班,D 日,M 碩士,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,349988,企業管理系_金屬製品業管理技術產業碩士專班,D 日,M 碩士,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,349988,房地產開發與管理系_房地產開發與行銷管理產業碩士專班,D 日,M 碩士,25,12,13,6,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,480109,資訊管理系,D 日,M 碩士,22,12,10,7,4,4,5,1,0,0,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,480109,資訊管理系,D 日,B 四技,363,239,124,46,23,71,30,58,30,52,36,0,0,0,0,0,0,12,5,11 臺南市,2 技職
105,1024,崑山科技大學,480109,資訊管理系,N 職,M 碩士,25,15,10,8,5,6,5,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,480109,資訊管理系,N 修,B 四技,191,138,53,32,13,21,10,30,12,37,13,0,0,0,0,0,0,18,5,11 臺南市,2 技職
105,1024,崑山科技大學,480109,資訊管理系,N 修,C 二技,25,16,9,0,0,0,0,9,5,6,4,0,0,0,0,0,0,1,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系,D 日,M 碩士,25,24,1,11,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系_雙軌旗艦微科技,D 日,B 四技,22,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系,D 日,B 四技,508,503,5,117,3,124,1,117,1,124,0,0,0,0,0,0,0,21,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系_雙軌旗艦機電整合專班,D 日,B 四技,133,132,1,0,0,0,0,83,0,49,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系,N 職,M 碩士,24,24,0,10,0,10,0,3,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系,N 修,B 四技,360,347,13,93,8,138,3,45,1,54,1,0,0,0,0,0,0,17,0,11 臺南市,2 技職
105,1024,崑山科技大學,520101,電機工程系,N 修,C 二技,16,14,2,0,0,0,0,8,1,6,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520103,電子工程系,D 日,M 碩士,20,20,0,6,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520103,電子工程系,D 日,B 四技,320,314,6,76,1,75,0,72,1,74,4,0,0,0,0,0,0,17,0,11 臺南市,2 技職
105,1024,崑山科技大學,520103,電子工程系,N 職,M 碩士,9,6,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520103,電子工程系,N 修,B 四技,60,58,2,6,0,15,2,15,0,14,0,0,0,0,0,0,0,8,0,11 臺南市,2 技職
105,1024,崑山科技大學,520106,光電工程系,D 日,M 碩士,15,14,1,9,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520106,光電工程系,D 日,B 四技,154,146,8,32,1,33,2,42,3,36,1,0,0,0,0,0,0,3,1,11 臺南市,2 技職
105,1024,崑山科技大學,520106,光電工程系,N 修,B 四技,23,20,3,6,2,6,0,2,0,5,0,0,0,0,0,0,0,1,1,11 臺南市,2 技職
105,1024,崑山科技大學,520106,光電工程系,N 修,C 二技,11,9,2,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520114,資訊工程系數位生活科技碩士班,D 日,M 碩士,22,18,4,7,1,8,2,2,1,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520114,資訊工程系,D 日,B 四技,359,335,24,71,6,82,4,74,8,84,6,0,0,0,0,0,0,24,0,11 臺南市,2 技職
105,1024,崑山科技大學,520114,資訊工程系數位生活科技碩士在職專班,N 職,M 碩士,9,6,3,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520114,資訊工程系,N 修,B 四技,75,71,4,11,2,10,0,19,1,27,1,0,0,0,0,0,0,4,0,11 臺南市,2 技職
105,1024,崑山科技大學,520130,電腦與通訊系,D 日,M 碩士,14,14,0,8,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520130,電腦與通訊系,D 日,B 四技,333,317,16,62,2,84,3,80,2,73,9,0,0,0,0,0,0,18,0,11 臺南市,2 技職
105,1024,崑山科技大學,520130,電腦與通訊系_雙軌旗艦微科技,D 日,B 四技,11,10,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520130,電腦與通訊系,N 職,M 碩士,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520130,電腦與通訊系,N 修,B 四技,33,33,0,5,0,12,0,14,0,0,0,0,0,0,0,0,0,2,0,11 臺南市,2 技職
105,1024,崑山科技大學,520188,電機工程系_機電整合科技產業碩士專班,D 日,M 碩士,23,23,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系機械與能源工程博士班,D 日,D 博士,35,27,8,6,1,2,4,8,1,4,2,3,0,2,0,2,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系_外國學生專班,D 日,M 碩士,10,9,1,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系,D 日,M 碩士,18,18,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系_雙軌旗艦機電整合,D 日,B 四技,12,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系_外國學生專班,D 日,B 四技,49,39,10,9,4,6,3,7,1,17,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系,D 日,B 四技,754,709,45,168,9,182,13,175,13,152,10,0,0,0,0,0,0,32,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系,N 職,M 碩士,14,14,0,5,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系,N 修,B 四技,509,486,23,166,19,111,3,79,0,97,1,0,0,0,0,0,0,33,0,11 臺南市,2 技職
105,1024,崑山科技大學,520201,機械工程系,N 修,C 二技,33,30,3,0,0,0,0,13,2,17,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520288,機械工程系_汽車零組件產業碩士專班,D 日,M 碩士,9,8,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520288,機械工程系_綠色科技產業碩士專班,D 日,M 碩士,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520501,材料工程系,D 日,M 碩士,6,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520501,材料工程系,D 日,B 四技,173,151,22,39,7,38,4,29,6,42,5,0,0,0,0,0,0,3,0,11 臺南市,2 技職
105,1024,崑山科技大學,520501,材料工程系,N 職,M 碩士,7,4,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520501,材料工程系,N 修,B 四技,47,41,6,13,1,15,0,3,2,5,2,0,0,0,0,0,0,5,1,11 臺南市,2 技職
105,1024,崑山科技大學,520901,環境工程系,D 日,M 碩士,13,11,2,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520901,環境工程系,D 日,B 四技,314,278,36,80,7,61,8,64,6,59,11,0,0,0,0,0,0,14,4,11 臺南市,2 技職
105,1024,崑山科技大學,520901,環境工程系,N 職,M 碩士,11,10,1,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520901,環境工程系,N 修,B 四技,89,77,12,19,4,19,2,17,0,16,4,0,0,0,0,0,0,6,2,11 臺南市,2 技職
105,1024,崑山科技大學,520901,環境工程系,N 修,C 二技,14,10,4,0,0,0,0,5,3,5,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,520988,環境工程系_土壤與地下水汙染調查整治實務產業碩士專班,D 日,M 碩士,8,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,760401,幼兒保育系,D 日,B 四技,47,1,46,0,0,0,0,0,20,1,23,0,0,0,0,0,0,0,3,11 臺南市,2 技職
105,1024,崑山科技大學,760401,幼兒保育系,N 修,B 四技,119,5,114,4,28,1,25,0,30,0,28,0,0,0,0,0,0,0,3,11 臺南市,2 技職
105,1024,崑山科技大學,810103,餐飲管理及廚藝系,D 日,B 四技,549,208,341,51,89,68,107,54,84,31,58,0,0,0,0,0,0,4,3,11 臺南市,2 技職
105,1024,崑山科技大學,810103,餐飲管理及廚藝系,N 修,B 四技,323,170,153,60,57,52,39,41,39,17,18,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,810238,旅遊文化發展系,D 日,B 四技,317,78,239,19,58,20,72,23,65,16,44,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,810238,旅遊文化發展系,N 修,B 四技,176,61,115,20,24,15,26,18,36,8,24,0,0,0,0,0,0,0,5,11 臺南市,2 技職
105,1024,崑山科技大學,810526,休閒遊憩與運動管理系,D 日,B 四技,198,113,85,19,14,25,19,27,19,38,32,0,0,0,0,0,0,4,1,11 臺南市,2 技職
105,1024,崑山科技大學,810526,休閒遊憩與運動管理系,N 修,B 四技,174,107,67,32,24,29,20,26,8,20,15,0,0,0,0,0,0,0,0,11 臺南市,2 技職
105,1024,崑山科技大學,819915,時尚展演事業學士學位學程,D 日,B 四技,158,28,130,6,40,9,28,4,30,9,32,0,0,0,0,0,0,0,0,11 臺南市,2 技職
